Zipcode,ZipCodeType,City,State,LocationType,Lat,Long,Location,Decommisioned,TaxReturnsFiled,EstimatedPopulation,TotalWages
2420,STANDARD,LEXINGTON,MA,PRIMARY,42.44,-71.23,NA-US-MA-LEXINGTON,false,7062,13148,741054557
2421,STANDARD,LEXINGTON,MA,PRIMARY,42.44,-71.23,NA-US-MA-LEXINGTON,false,8122,15237,791322042
2492,STANDARD,NEEDHAM,MA,PRIMARY,42.28,-71.24,NA-US-MA-NEEDHAM,false,9394,17587,1060369022
2494,STANDARD,NEEDHAM HEIGHTS,MA,PRIMARY,42.28,-71.24,NA-US-MA-NEEDHAM HEIGHTS,false,4334,7910,368848894
2456,PO BOX,NEW TOWN,MA,PRIMARY,42.33,-71.2,NA-US-MA-NEW TOWN,false,,,
2458,STANDARD,NEWTON,MA,PRIMARY,42.33,-71.2,NA-US-MA-NEWTON,false,6418,10355,498332466
2459,STANDARD,NEWTON CENTER,MA,PRIMARY,42.31,-71.19,NA-US-MA-NEWTON CENTER,false,9031,16153,906510839
2460,STANDARD,NEWTONVILLE,MA,PRIMARY,42.35,-71.2,NA-US-MA-NEWTONVILLE,false,4687,7764,361543245
2461,STANDARD,NEWTON HIGHLANDS,MA,PRIMARY,42.31,-71.2,NA-US-MA-NEWTON HIGHLANDS,false,3521,6253,358055277
2462,STANDARD,NEWTON LOWER FALLS,MA,PRIMARY,42.33,-71.25,NA-US-MA-NEWTON LOWER FALLS,false,689,1184,50636755
2464,STANDARD,NEWTON UPPER FALLS,MA,PRIMARY,42.31,-71.22,NA-US-MA-NEWTON UPPER FALLS,false,1539,2480,93569510
2465,STANDARD,WEST NEWTON,MA,PRIMARY,42.35,-71.22,NA-US-MA-WEST NEWTON,false,5887,10288,583545368
2466,STANDARD,AUBURNDALE,MA,PRIMARY,42.34,-71.24,NA-US-MA-AUBURNDALE,false,3366,5838,255483758
960,PO BOX,BAYAMON,PR,PRIMARY,18.28,-66.13,NA-US-PR-BAYAMON,false,,,
961,STANDARD,BAYAMON,PR,PRIMARY,18.41,-66.15,NA-US-PR-BAYAMON,false,,,
962,STANDARD,CATANO,PR,PRIMARY,18.43,-66.11,NA-US-PR-CATANO,false,,,
963,PO BOX,CATANO,PR,PRIMARY,18.43,-66.11,NA-US-PR-CATANO,false,,,
975,UNIQUE,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,false,,,
976,STANDARD,TRUJILLO ALTO,PR,PRIMARY,18.36,-66.01,NA-US-PR-TRUJILLO ALTO,false,,,
977,PO BOX,TRUJILLO ALTO,PR,PRIMARY,18.36,-66.01,NA-US-PR-TRUJILLO ALTO,false,,,
978,PO BOX,SAINT JUST,PR,PRIMARY,18.37,-66.01,NA-US-PR-SAINT JUST,false,,,
754,STANDARD,SAN LORENZO,PR,PRIMARY,18.19,-65.96,NA-US-PR-SAN LORENZO,false,,,
685,STANDARD,SAN SEBASTIAN,PR,PRIMARY,18.33,-66.99,NA-US-PR-SAN SEBASTIAN,false,,,
757,STANDARD,SANTA ISABEL,PR,PRIMARY,17.97,-66.4,NA-US-PR-SANTA ISABEL,false,,,
953,STANDARD,TOA ALTA,PR,PRIMARY,18.39,-66.25,NA-US-PR-TOA ALTA,false,,,
954,PO BOX,TOA ALTA,PR,PRIMARY,18.39,-66.25,NA-US-PR-TOA ALTA,false,,,
949,STANDARD,TOA BAJA,PR,PRIMARY,18.44,-66.25,NA-US-PR-TOA BAJA,false,,,
950,PO BOX,TOA BAJA,PR,PRIMARY,18.44,-66.25,NA-US-PR-TOA BAJA,false,,,
951,PO BOX,TOA BAJA,PR,PRIMARY,18.44,-66.25,NA-US-PR-TOA BAJA,false,,,
641,STANDARD,UTUADO,PR,PRIMARY,18.27,-66.7,NA-US-PR-UTUADO,false,,,
692,STANDARD,VEGA ALTA,PR,PRIMARY,18.41,-66.32,NA-US-PR-VEGA ALTA,false,,,
693,STANDARD,VEGA BAJA,PR,PRIMARY,18.44,-66.39,NA-US-PR-VEGA BAJA,false,,,
694,PO BOX,VEGA BAJA,PR,PRIMARY,18.44,-66.39,NA-US-PR-VEGA BAJA,false,,,
765,STANDARD,VIEQUES,PR,PRIMARY,18.42,-65.83,NA-US-PR-VIEQUES,false,,,
766,STANDARD,VILLALBA,PR,PRIMARY,18.13,-66.48,NA-US-PR-VILLALBA,false,,,
767,STANDARD,YABUCOA,PR,PRIMARY,18.04,-65.87,NA-US-PR-YABUCOA,false,,,
698,STANDARD,YAUCO,PR,PRIMARY,18.03,-66.86,NA-US-PR-YAUCO,false,,,
2467,STANDARD,CHESTNUT HILL,MA,PRIMARY,42.31,-71.16,NA-US-MA-CHESTNUT HILL,false,7725,13071,812720425
2468,STANDARD,WABAN,MA,PRIMARY,42.32,-71.23,NA-US-MA-WABAN,false,2772,5140,339797445
2495,PO BOX,NONANTUM,MA,PRIMARY,42.33,-71.2,NA-US-MA-NONANTUM,false,,,
2451,STANDARD,WALTHAM,MA,PRIMARY,42.38,-71.24,NA-US-MA-WALTHAM,false,9097,14526,491563149
2452,STANDARD,WALTHAM,MA,PRIMARY,42.38,-71.24,NA-US-MA-WALTHAM,false,6253,9731,321542033
2453,STANDARD,WALTHAM,MA,PRIMARY,42.38,-71.24,NA-US-MA-WALTHAM,false,13382,20076,608496212
2454,PO BOX,WALTHAM,MA,PRIMARY,42.38,-71.24,NA-US-MA-WALTHAM,false,348,473,10362378
2455,PO BOX,NORTH WALTHAM,MA,PRIMARY,42.39,-71.22,NA-US-MA-NORTH WALTHAM,false,,,
2471,PO BOX,WATERTOWN,MA,PRIMARY,42.36,-71.17,NA-US-MA-WATERTOWN,false,,,
2472,STANDARD,WATERTOWN,MA,PRIMARY,42.36,-71.17,NA-US-MA-WATERTOWN,false,17710,26221,892807332
2477,UNIQUE,WATERTOWN,MA,PRIMARY,42.36,-71.17,NA-US-MA-WATERTOWN,false,,,
2457,PO BOX,BABSON PARK,MA,PRIMARY,42.29,-71.26,NA-US-MA-BABSON PARK,false,,,
2481,STANDARD,WELLESLEY HILLS,MA,PRIMARY,42.31,-71.27,NA-US-MA-WELLESLEY HILLS,false,6960,13012,1359908283
2482,STANDARD,WELLESLEY,MA,PRIMARY,42.3,-71.28,NA-US-MA-WELLESLEY,false,4782,8821,725439303
2493,STANDARD,WESTON,MA,PRIMARY,42.36,-71.26,NA-US-MA-WESTON,false,5417,9839,1150142875
2184,STANDARD,BRAINTREE,MA,PRIMARY,42.2,-71,NA-US-MA-BRAINTREE,false,17935,30406,941914537
2185,PO BOX,BRAINTREE,MA,PRIMARY,42.2,-71,NA-US-MA-BRAINTREE,false,,,
2186,STANDARD,MILTON,MA,PRIMARY,42.24,-71.08,NA-US-MA-MILTON,false,12912,22628,1001964272
2187,PO BOX,MILTON VILLAGE,MA,PRIMARY,42.26,-71.08,NA-US-MA-MILTON VILLAGE,false,,,
2169,STANDARD,QUINCY,MA,PRIMARY,42.26,-71,NA-US-MA-QUINCY,false,28140,43214,1238343865
2170,STANDARD,QUINCY,MA,PRIMARY,42.26,-71,NA-US-MA-QUINCY,false,10181,16193,417072030
2171,STANDARD,QUINCY,MA,PRIMARY,42.26,-71,NA-US-MA-QUINCY,false,10118,15503,471739743
2269,PO BOX,QUINCY,MA,PRIMARY,42.26,-71,NA-US-MA-QUINCY,false,306,426,10946967
2188,STANDARD,WEYMOUTH,MA,PRIMARY,42.2,-70.94,NA-US-MA-WEYMOUTH,false,7491,12116,342621794
2189,STANDARD,EAST WEYMOUTH,MA,PRIMARY,42.2,-70.94,NA-US-MA-EAST WEYMOUTH,false,7242,11769,324178175
2190,STANDARD,SOUTH WEYMOUTH,MA,PRIMARY,42.2,-70.94,NA-US-MA-SOUTH WEYMOUTH,false,8381,13851,412748129
2191,STANDARD,NORTH WEYMOUTH,MA,PRIMARY,42.2,-70.94,NA-US-MA-NORTH WEYMOUTH,false,4523,7287,199695113
1718,STANDARD,VILLAGE OF NAGOG WOODS,MA,PRIMARY,42.51,-71.41,NA-US-MA-VILLAGE OF NAGOG WOODS,false,306,580,23316067
1719,STANDARD,BOXBOROUGH,MA,PRIMARY,42.5,-71.5,NA-US-MA-BOXBOROUGH,false,2581,4749,212380442
1720,STANDARD,ACTON,MA,PRIMARY,42.48,-71.46,NA-US-MA-ACTON,false,9967,19114,917472012
2474,STANDARD,ARLINGTON,MA,PRIMARY,42.41,-71.16,NA-US-MA-ARLINGTON,false,13880,22275,838343474
2475,PO BOX,ARLINGTON HEIGHTS,MA,PRIMARY,42.41,-71.18,NA-US-MA-ARLINGTON HEIGHTS,false,,,
2476,STANDARD,ARLINGTON,MA,PRIMARY,42.41,-71.16,NA-US-MA-ARLINGTON,false,8505,14383,585309228
2150,STANDARD,CHELSEA,MA,PRIMARY,42.39,-71.03,NA-US-MA-CHELSEA,false,14659,23718,451124760
2149,STANDARD,EVERETT,MA,PRIMARY,42.4,-71.05,NA-US-MA-EVERETT,false,18742,30367,612913534
2152,STANDARD,WINTHROP,MA,PRIMARY,42.37,-70.98,NA-US-MA-WINTHROP,false,8929,14181,397723233
2151,STANDARD,REVERE,MA,PRIMARY,42.41,-70.99,NA-US-MA-REVERE,false,24321,38954,817248740
2148,STANDARD,MALDEN,MA,PRIMARY,42.43,-71.05,NA-US-MA-MALDEN,false,29313,47104,1135121207
2176,STANDARD,MELROSE,MA,PRIMARY,42.45,-71.05,NA-US-MA-MELROSE,false,13768,23311,809527855
2153,PO BOX,MEDFORD,MA,PRIMARY,42.42,-71.1,NA-US-MA-MEDFORD,false,,,
2155,STANDARD,MEDFORD,MA,PRIMARY,42.42,-71.1,NA-US-MA-MEDFORD,false,28812,44783,1320430597
2156,PO BOX,WEST MEDFORD,MA,PRIMARY,42.42,-71.13,NA-US-MA-WEST MEDFORD,false,,,
2143,STANDARD,SOMERVILLE,MA,PRIMARY,42.39,-71.1,NA-US-MA-SOMERVILLE,false,13983,18622,593097281
2144,STANDARD,SOMERVILLE,MA,PRIMARY,42.39,-71.1,NA-US-MA-SOMERVILLE,false,13800,18051,665824100
2145,STANDARD,SOMERVILLE,MA,PRIMARY,42.39,-71.1,NA-US-MA-SOMERVILLE,false,12724,18704,460150998
2180,STANDARD,STONEHAM,MA,PRIMARY,42.47,-71.09,NA-US-MA-STONEHAM,false,11515,19086,590223756
1913,STANDARD,AMESBURY,MA,PRIMARY,42.85,-70.92,NA-US-MA-AMESBURY,false,8287,14037,413947797
1810,STANDARD,ANDOVER,MA,PRIMARY,42.65,-71.14,NA-US-MA-ANDOVER,false,16462,30346,1580077483
1812,UNIQUE,ANDOVER,MA,PRIMARY,42.65,-71.14,NA-US-MA-ANDOVER,false,,,
1899,UNIQUE,ANDOVER,MA,PRIMARY,42.65,-71.14,NA-US-MA-ANDOVER,false,,,
5501,UNIQUE,ANDOVER,MA,PRIMARY,42.65,-71.14,NA-US-MA-ANDOVER,false,,,
1586,PO BOX,WEST MILLBURY,MA,PRIMARY,42.19,-71.76,NA-US-MA-WEST MILLBURY,false,,,
2054,STANDARD,MILLIS,MA,PRIMARY,42.16,-71.35,NA-US-MA-MILLIS,false,4029,7110,226979837
1529,STANDARD,MILLVILLE,MA,PRIMARY,42.03,-71.58,NA-US-MA-MILLVILLE,false,1473,2734,75109565
2350,PO BOX,MONPONSETT,MA,PRIMARY,42.02,-70.84,NA-US-MA-MONPONSETT,false,260,447,10617039
2553,PO BOX,MONUMENT BEACH,MA,PRIMARY,41.71,-70.6,NA-US-MA-MONUMENT BEACH,false,641,1031,24119002
2554,STANDARD,NANTUCKET,MA,PRIMARY,41.27,-70.1,NA-US-MA-NANTUCKET,false,5048,7752,195641777
2564,PO BOX,SIASCONSET,MA,PRIMARY,41.27,-70,NA-US-MA-SIASCONSET,false,,,
2584,PO BOX,NANTUCKET,MA,PRIMARY,41.27,-70.1,NA-US-MA-NANTUCKET,false,1034,1700,46938856
1760,STANDARD,NATICK,MA,PRIMARY,42.28,-71.35,NA-US-MA-NATICK,false,16452,28611,1168655429
1531,STANDARD,NEW BRAINTREE,MA,PRIMARY,42.31,-72.13,NA-US-MA-NEW BRAINTREE,false,487,865,20971624
1950,STANDARD,NEWBURYPORT,MA,PRIMARY,42.81,-70.88,NA-US-MA-NEWBURYPORT,false,9069,15198,572238594
1951,STANDARD,NEWBURY,MA,PRIMARY,42.8,-71,NA-US-MA-NEWBURY,false,1885,3207,105731108
1952,STANDARD,SALISBURY,MA,PRIMARY,42.83,-70.84,NA-US-MA-SALISBURY,false,4142,6787,162040336
2056,STANDARD,NORFOLK,MA,PRIMARY,42.11,-71.31,NA-US-MA-NORFOLK,false,4404,8410,358517844
2351,STANDARD,ABINGTON,MA,PRIMARY,42.11,-70.95,NA-US-MA-ABINGTON,false,8076,13780,406154585
1862,STANDARD,NORTH BILLERICA,MA,PRIMARY,42.57,-71.29,NA-US-MA-NORTH BILLERICA,false,4758,8263,252218694
1532,STANDARD,NORTHBOROUGH,MA,PRIMARY,42.31,-71.64,NA-US-MA-NORTHBOROUGH,false,7078,13113,516896493
1534,STANDARD,NORTHBRIDGE,MA,PRIMARY,42.15,-71.65,NA-US-MA-NORTHBRIDGE,false,2672,4939,156930919
1535,STANDARD,NORTH BROOKFIELD,MA,PRIMARY,42.27,-72.08,NA-US-MA-NORTH BROOKFIELD,false,2223,3925,90390169
2355,PO BOX,NORTH CARVER,MA,PRIMARY,41.91,-70.79,NA-US-MA-NORTH CARVER,false,,,
2650,STANDARD,NORTH CHATHAM,MA,PRIMARY,41.7,-69.95,NA-US-MA-NORTH CHATHAM,false,558,861,16776743
1863,STANDARD,NORTH CHELMSFORD,MA,PRIMARY,42.63,-71.39,NA-US-MA-NORTH CHELMSFORD,false,4556,7753,242656795
2651,PO BOX,NORTH EASTHAM,MA,PRIMARY,41.84,-69.97,NA-US-MA-NORTH EASTHAM,false,985,1499,21744173
2356,STANDARD,NORTH EASTON,MA,PRIMARY,42.05,-71.1,NA-US-MA-NORTH EASTON,false,5650,10331,422029575
2357,UNIQUE,NORTH EASTON,MA,PRIMARY,42.05,-71.1,NA-US-MA-NORTH EASTON,false,,,
2556,STANDARD,NORTH FALMOUTH,MA,PRIMARY,41.64,-70.63,NA-US-MA-NORTH FALMOUTH,false,1984,3327,93381259
2565,PO BOX,SILVER BEACH,MA,PRIMARY,41.63,-70.64,NA-US-MA-SILVER BEACH,false,,,
1536,STANDARD,NORTH GRAFTON,MA,PRIMARY,42.23,-71.69,NA-US-MA-NORTH GRAFTON,false,3265,5828,214773967
2059,PO BOX,NORTH MARSHFIELD,MA,PRIMARY,42.1,-70.71,NA-US-MA-NORTH MARSHFIELD,false,,,
1537,STANDARD,NORTH OXFORD,MA,PRIMARY,42.16,-71.88,NA-US-MA-NORTH OXFORD,false,1186,1951,51233021
2358,PO BOX,NORTH PEMBROKE,MA,PRIMARY,42.09,-70.78,NA-US-MA-NORTH PEMBROKE,false,,,
1864,STANDARD,NORTH READING,MA,PRIMARY,42.56,-71.06,NA-US-MA-NORTH READING,false,7430,13411,518665929
1889,UNIQUE,NORTH READING,MA,PRIMARY,42.56,-71.06,NA-US-MA-NORTH READING,false,,,
5544,UNIQUE,ANDOVER,MA,PRIMARY,42.65,-71.14,NA-US-MA-ANDOVER,false,,,
1430,STANDARD,ASHBURNHAM,MA,PRIMARY,42.63,-71.9,NA-US-MA-ASHBURNHAM,false,2914,5364,140443240
1431,STANDARD,ASHBY,MA,PRIMARY,42.68,-71.81,NA-US-MA-ASHBY,false,1508,2749,69220520
1721,STANDARD,ASHLAND,MA,PRIMARY,42.25,-71.46,NA-US-MA-ASHLAND,false,8260,14769,564386680
1501,STANDARD,AUBURN,MA,PRIMARY,42.2,-71.83,NA-US-MA-AUBURN,false,8341,14232,392017225
2322,STANDARD,AVON,MA,PRIMARY,42.11,-71.03,NA-US-MA-AVON,false,2294,3831,98754584
1432,STANDARD,AYER,MA,PRIMARY,42.56,-71.58,NA-US-MA-AYER,false,3632,6017,166253356
1434,STANDARD,DEVENS,MA,PRIMARY,42.53,-71.61,NA-US-MA-DEVENS,false,,,
1436,STANDARD,BALDWINVILLE,MA,PRIMARY,42.6,-72.07,NA-US-MA-BALDWINVILLE,false,1381,2457,53840371
2630,STANDARD,BARNSTABLE,MA,PRIMARY,41.7,-70.3,NA-US-MA-BARNSTABLE,false,1150,1895,50715110
1730,STANDARD,BEDFORD,MA,PRIMARY,42.48,-71.26,NA-US-MA-BEDFORD,false,6588,11940,472027119
1731,STANDARD,HANSCOM AFB,MA,PRIMARY,42.46,-71.28,NA-US-MA-HANSCOM AFB,false,596,1343,28379331
2019,STANDARD,BELLINGHAM,MA,PRIMARY,42.09,-71.47,NA-US-MA-BELLINGHAM,false,8331,14707,436408085
1503,STANDARD,BERLIN,MA,PRIMARY,42.38,-71.63,NA-US-MA-BERLIN,false,1402,2462,88697507
1915,STANDARD,BEVERLY,MA,PRIMARY,42.55,-70.84,NA-US-MA-BEVERLY,false,18857,31324,1018589958
1821,STANDARD,BILLERICA,MA,PRIMARY,42.55,-71.26,NA-US-MA-BILLERICA,false,15356,26961,813476069
1822,PO BOX,BILLERICA,MA,PRIMARY,42.55,-71.26,NA-US-MA-BILLERICA,false,,,
1504,STANDARD,BLACKSTONE,MA,PRIMARY,42.01,-71.5,NA-US-MA-BLACKSTONE,false,4456,7808,198647907
1740,STANDARD,BOLTON,MA,PRIMARY,42.43,-71.6,NA-US-MA-BOLTON,false,2293,4456,228442687
2108,STANDARD,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,false,2348,3312,388783474
2109,STANDARD,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,false,2966,4145,284385612
2110,STANDARD,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,false,2950,4313,231268950
2111,STANDARD,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,false,2964,4467,315024986
2112,PO BOX,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,false,306,417,9674464
2113,STANDARD,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,false,4124,4799,229434216
2114,STANDARD,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,false,6447,8116,551322326
2115,STANDARD,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,false,7970,9923,460529282
2116,STANDARD,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,false,10214,13687,1351420353
2117,PO BOX,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,false,309,396,13001966
2118,STANDARD,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,false,12160,16795,893323735
2119,STANDARD,ROXBURY,MA,PRIMARY,42.35,-71.06,NA-US-MA-ROXBURY,false,11195,17302,323494957
2120,STANDARD,ROXBURY CROSSING,MA,PRIMARY,42.35,-71.06,NA-US-MA-ROXBURY CROSSING,false,4992,7048,138391265
2121,STANDARD,DORCHESTER,MA,PRIMARY,42.35,-71.06,NA-US-MA-DORCHESTER,false,10281,16415,265819434
2122,STANDARD,DORCHESTER,MA,PRIMARY,42.35,-71.06,NA-US-MA-DORCHESTER,false,10504,16592,367358854
2123,PO BOX,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,false,270,359,9359735
2124,STANDARD,DORCHESTER CENTER,MA,PRIMARY,42.35,-71.06,NA-US-MA-DORCHESTER CENTER,false,21343,33570,728309811
2125,STANDARD,DORCHESTER,MA,PRIMARY,42.35,-71.06,NA-US-MA-DORCHESTER,false,14981,22994,501492850
2126,STANDARD,MATTAPAN,MA,PRIMARY,42.26,-71.1,NA-US-MA-MATTAPAN,false,12276,19266,399176436
2127,STANDARD,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,false,17811,24051,945515117
2128,STANDARD,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,false,17518,27419,545015569
2129,STANDARD,CHARLESTOWN,MA,PRIMARY,42.38,-71.06,NA-US-MA-CHARLESTOWN,false,9245,13311,726941650
2130,STANDARD,JAMAICA PLAIN,MA,PRIMARY,42.3,-71.11,NA-US-MA-JAMAICA PLAIN,false,19207,27060,930225860
2131,STANDARD,ROSLINDALE,MA,PRIMARY,42.28,-71.13,NA-US-MA-ROSLINDALE,false,15098,23881,637197973
2132,STANDARD,WEST ROXBURY,MA,PRIMARY,42.28,-71.16,NA-US-MA-WEST ROXBURY,false,13457,21756,751009680
2133,STANDARD,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,false,,,
2134,STANDARD,ALLSTON,MA,PRIMARY,42.35,-71.13,NA-US-MA-ALLSTON,false,9592,12051,310662266
2135,STANDARD,BRIGHTON,MA,PRIMARY,42.35,-71.15,NA-US-MA-BRIGHTON,false,21268,27370,855471186
2136,STANDARD,HYDE PARK,MA,PRIMARY,42.26,-71.11,NA-US-MA-HYDE PARK,false,14261,23209,549863633
2137,PO BOX,READVILLE,MA,PRIMARY,42.25,-71.12,NA-US-MA-READVILLE,false,,,
2163,STANDARD,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,false,630,723,46464955
2196,PO BOX,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,false,521,780,56979484
2199,STANDARD,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,false,926,1239,131945542
2201,UNIQUE,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,false,,,
2203,STANDARD,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,false,,,
2204,UNIQUE,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,false,,,
2205,PO BOX,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,false,1063,1513,36858731
2206,UNIQUE,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,false,,,
2210,STANDARD,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,false,1130,1495,125277777
2211,UNIQUE,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,false,,,
2212,UNIQUE,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,false,,,
2215,STANDARD,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,false,6084,7098,288003972
2217,UNIQUE,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,false,,,
2222,STANDARD,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,false,,,
2228,PO BOX,EAST BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-EAST BOSTON,false,,,
2241,UNIQUE,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,false,,,
2266,UNIQUE,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,false,,,
2283,STANDARD,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,false,,,
2284,STANDARD,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,false,,,
2293,UNIQUE,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,false,,,
2295,UNIQUE,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,false,,,
2297,UNIQUE,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,false,,,
2298,PO BOX,BOSTON,MA,PRIMARY,42.34,-71.05,NA-US-MA-BOSTON,false,,,
1921,STANDARD,BOXFORD,MA,PRIMARY,42.67,-70.98,NA-US-MA-BOXFORD,false,3837,7331,381701356
1505,STANDARD,BOYLSTON,MA,PRIMARY,42.35,-71.73,NA-US-MA-BOYLSTON,false,2235,3993,154598338
2020,PO BOX,BRANT ROCK,MA,PRIMARY,42.08,-70.64,NA-US-MA-BRANT ROCK,false,416,661,19450731
2631,STANDARD,BREWSTER,MA,PRIMARY,41.76,-70.08,NA-US-MA-BREWSTER,false,5179,8575,167998522
2324,STANDARD,BRIDGEWATER,MA,PRIMARY,41.98,-70.97,NA-US-MA-BRIDGEWATER,false,10960,19223,572230266
2325,UNIQUE,BRIDGEWATER,MA,PRIMARY,41.98,-70.97,NA-US-MA-BRIDGEWATER,false,,,
2301,STANDARD,BROCKTON,MA,PRIMARY,42.08,-71.02,NA-US-MA-BROCKTON,false,26639,44024,893244392
2302,STANDARD,BROCKTON,MA,PRIMARY,42.08,-71.02,NA-US-MA-BROCKTON,false,14983,25132,542792129
2303,PO BOX,BROCKTON,MA,PRIMARY,42.08,-71.02,NA-US-MA-BROCKTON,false,700,1124,22756824
2304,PO BOX,BROCKTON,MA,PRIMARY,42.08,-71.02,NA-US-MA-BROCKTON,false,,,
2305,PO BOX,BROCKTON,MA,PRIMARY,42.08,-71.02,NA-US-MA-BROCKTON,false,,,
1506,STANDARD,BROOKFIELD,MA,PRIMARY,42.21,-72.1,NA-US-MA-BROOKFIELD,false,1665,2920,68732705
2327,PO BOX,BRYANTVILLE,MA,PRIMARY,42.06,-70.8,NA-US-MA-BRYANTVILLE,false,328,526,11061702
1803,STANDARD,BURLINGTON,MA,PRIMARY,42.5,-71.2,NA-US-MA-BURLINGTON,false,12671,22104,728010164
1805,UNIQUE,BURLINGTON,MA,PRIMARY,42.5,-71.2,NA-US-MA-BURLINGTON,false,,,
2532,STANDARD,BUZZARDS BAY,MA,PRIMARY,41.75,-70.61,NA-US-MA-BUZZARDS BAY,false,5340,8780,209927645
2542,STANDARD,BUZZARDS BAY,MA,PRIMARY,41.75,-70.61,NA-US-MA-BUZZARDS BAY,false,269,581,9999157
1922,STANDARD,BYFIELD,MA,PRIMARY,42.75,-70.93,NA-US-MA-BYFIELD,false,1555,2848,99724975
2138,STANDARD,CAMBRIDGE,MA,PRIMARY,42.37,-71.11,NA-US-MA-CAMBRIDGE,false,15668,21578,1027911979
2139,STANDARD,CAMBRIDGE,MA,PRIMARY,42.37,-71.11,NA-US-MA-CAMBRIDGE,false,19543,25969,971287414
2140,STANDARD,CAMBRIDGE,MA,PRIMARY,42.37,-71.11,NA-US-MA-CAMBRIDGE,false,9746,14277,528814265
2141,STANDARD,CAMBRIDGE,MA,PRIMARY,42.37,-71.11,NA-US-MA-CAMBRIDGE,false,6125,8418,310303911
2142,STANDARD,CAMBRIDGE,MA,PRIMARY,42.37,-71.11,NA-US-MA-CAMBRIDGE,false,1504,2011,109677520
2238,PO BOX,CAMBRIDGE,MA,PRIMARY,42.37,-71.11,NA-US-MA-CAMBRIDGE,false,390,494,13719030
2021,STANDARD,CANTON,MA,PRIMARY,42.15,-71.13,NA-US-MA-CANTON,false,10887,18954,736904131
1741,STANDARD,CARLISLE,MA,PRIMARY,42.53,-71.35,NA-US-MA-CARLISLE,false,2421,4692,296809193
2330,STANDARD,CARVER,MA,PRIMARY,41.88,-70.76,NA-US-MA-CARVER,false,5278,9328,238966437
2534,PO BOX,CATAUMET,MA,PRIMARY,41.66,-70.61,NA-US-MA-CATAUMET,false,529,855,23227948
2632,STANDARD,CENTERVILLE,MA,PRIMARY,41.66,-70.34,NA-US-MA-CENTERVILLE,false,5785,9476,219173799
2634,PO BOX,CENTERVILLE,MA,PRIMARY,41.66,-70.34,NA-US-MA-CENTERVILLE,false,,,
1507,STANDARD,CHARLTON,MA,PRIMARY,42.13,-71.96,NA-US-MA-CHARLTON,false,5909,10873,321653214
1509,PO BOX,CHARLTON DEPOT,MA,PRIMARY,42.13,-71.96,NA-US-MA-CHARLTON DEPOT,false,,,
